original_index,question,cypher,typeql
15,Find characters who have a book45PageRank less than 0.7 and limit the results to three.,"MATCH (c:Character)
WHERE c.book45PageRank < 0.7
RETURN c
LIMIT 3","match
  $c isa character;
  $c has book45_page_rank $c_book45_page_rank;
  $c_book45_page_rank < 0.7;
limit 3;
fetch { ""c_name"": $c.name };"
17,List the names of three characters who have a book1BetweennessCentrality of 0.,"MATCH (c:Character)
WHERE c.book1BetweennessCentrality = 0
RETURN c.name
LIMIT 3","match
  $c isa character;
  $c has book1_betweenness_centrality $c_book1_betweenness_centrality;
  $c_book1_betweenness_centrality == 0;
limit 3;
fetch { ""c_name"": $c.name };"
18,Retrieve the names of the characters who have a louvain community number of 6.,"MATCH (c:Character)
WHERE c.louvain = 6
RETURN c.name","match
  $c isa character;
  $c has louvain $c_louvain;
  $c_louvain == 6;
fetch { ""c_name"": $c.name };"
19,Find three characters whose degree is exactly 0.,"MATCH (c:Character)
WHERE c.degree = 0
RETURN c.name
LIMIT 3","match
  $c isa character;
  $c has degree $c_degree;
  $c_degree == 0;
limit 3;
fetch { ""c_name"": $c.name };"
20,Identify the characters with an INTERACTS relationship with a weight over 300.,"MATCH (c1:Character)-[r:INTERACTS]->(c2:Character)
WHERE r.weight > 300
RETURN c1.name AS character1, c2.name AS character2, r.weight AS weight","match
  $c1 isa character;
  $c2 isa character;
  (character1: $c1, character2: $c2) isa interacts, has weight $rel_weight;
  $rel_weight > 300;
fetch { ""character1"": $c1.name, ""character2"": $c2.name, ""weight"": $rel_weight };"
21,What are the top 5 characters by centrality in the database?,"MATCH (c:Character)
RETURN c.name, c.centrality
ORDER BY c.centrality DESC
LIMIT 5","match
  $c isa character;
  $c has centrality $c_centrality;
sort $c_centrality desc;
limit 5;
fetch { ""c_name"": $c.name, ""c_centrality"": $c.centrality };"
22,List three characters with the highest pagerank in the database.,"MATCH (c:Character)
RETURN c.name, c.pagerank
ORDER BY c.pagerank DESC
LIMIT 3","match
  $c isa character;
  $c has pagerank $c_pagerank;
sort $c_pagerank desc;
limit 3;
fetch { ""c_name"": $c.name, ""c_pagerank"": $c.pagerank };"
23,"Find characters involved in an INTERACTS1 relationship with a weight of 150, limit to 3 results.","MATCH (c1:Character)-[i:INTERACTS1 {weight: 150}]-(c2:Character)
RETURN c1.name, c2.name
LIMIT 3","match
  $c1 isa character;
  $c2 isa character;
  (character1: $c1, character2: $c2) isa interacts1, has weight $rel_weight;
  $rel_weight == 150;
limit 3;
fetch { ""c1_name"": $c1.name, ""c2_name"": $c2.name };"
24,Retrieve characters with a book1PageRank greater than 5 and limit to 5 results.,"MATCH (c:Character)
WHERE c.book1PageRank > 5
RETURN c
LIMIT 5","match
  $c isa character;
  $c has book1_page_rank $c_book1_page_rank;
  $c_book1_page_rank > 5;
limit 5;
fetch { ""c_name"": $c.name };"
25,Who are the characters with a community number less than 580?,"MATCH (c:Character)
WHERE c.community < 580
RETURN c.name","match
  $c isa character;
  $c has community $c_community;
  $c_community < 580;
fetch { ""c_name"": $c.name };"
26,List three characters whose degree is greater than 100.,"MATCH (c:Character)
WHERE c.degree > 100
RETURN c.name
LIMIT 3","match
  $c isa character;
  $c has degree $c_degree;
  $c_degree > 100;
limit 3;
fetch { ""c_name"": $c.name };"
27,Find characters with a pagerank between 2 and 3.,"MATCH (c:Character)
WHERE c.pagerank >= 2 AND c.pagerank <= 3
RETURN c","match
  $c isa character;
  $c has pagerank $c_pagerank;
  $c_pagerank >= 2;
  $c_pagerank <= 3;
fetch { ""c_name"": $c.name };"
28,Who are three characters with a centrality exactly 0.8333333333333334?,"MATCH (c:Character)
WHERE c.centrality = 0.8333333333333334
RETURN c.name
LIMIT 3","match
  $c isa character;
  $c has centrality $c_centrality;
  $c_centrality == 0.8333333333333334;
limit 3;
fetch { ""c_name"": $c.name };"
29,Which characters have a 'book1PageRank' higher than 1? List the first 5.,"MATCH (c:Character)
WHERE c.book1PageRank > 1
RETURN c.name, c.book1PageRank
ORDER BY c.book1PageRank DESC
LIMIT 5","match
  $c isa character;
  $c has book1_page_rank $c_book1_page_rank;
  $c_book1_page_rank > 1;
sort $c_book1_page_rank desc;
limit 5;
fetch { ""c_name"": $c.name, ""c_book1_page_rank"": $c.book1_page_rank };"
30,Find all characters with a 'centrality' exactly at 0.5.,"MATCH (c:Character)
WHERE c.centrality = 0.5
RETURN c","match
  $c isa character;
  $c has centrality $c_centrality;
  $c_centrality == 0.5;
fetch { ""c_name"": $c.name };"
31,Who are the top 3 characters by 'degree' in the graph?,"MATCH (c:Character)
RETURN c.name, c.degree
ORDER BY c.degree DESC
LIMIT 3","match
  $c isa character;
  $c has degree $c_degree;
sort $c_degree desc;
limit 3;
fetch { ""c_name"": $c.name, ""c_degree"": $c.degree };"
32,List all characters who have a 'book45PageRank' less than 1.,"MATCH (c:Character)
WHERE c.book45PageRank < 1
RETURN c.name","match
  $c isa character;
  $c has book45_page_rank $c_book45_page_rank;
  $c_book45_page_rank < 1;
fetch { ""c_name"": $c.name };"
33,Which characters are part of community 579? Provide top 5 results.,"MATCH (c:Character)
WHERE c.community = 579
RETURN c.name
LIMIT 5","match
  $c isa character;
  $c has community $c_community;
  $c_community == 579;
limit 5;
fetch { ""c_name"": $c.name };"
34,Identify characters with a 'louvain' value of 1 and show the first 5.,"MATCH (c:Character {louvain: 1})
RETURN c.name
LIMIT 5","match
  $c isa character, has louvain 1;
limit 5;
fetch { ""c_name"": $c.name };"
36,Who has the highest 'pagerank' among all characters? Show top 3.,"MATCH (c:Character)
RETURN c.name, c.pagerank
ORDER BY c.pagerank DESC
LIMIT 3","match
  $c isa character;
  $c has pagerank $c_pagerank;
sort $c_pagerank desc;
limit 3;
fetch { ""c_name"": $c.name, ""c_pagerank"": $c.pagerank };"
37,Find characters that have 'book1BetweennessCentrality' greater than 100.,"MATCH (c:Character)
WHERE c.book1BetweennessCentrality > 100
RETURN c","match
  $c isa character;
  $c has book1_betweenness_centrality $c_book1_betweenness_centrality;
  $c_book1_betweenness_centrality > 100;
fetch { ""c_name"": $c.name };"
38,List the characters who have a 'degree' of zero.,"MATCH (c:Character)
WHERE c.degree = 0
RETURN c.name","match
  $c isa character;
  $c has degree $c_degree;
  $c_degree == 0;
fetch { ""c_name"": $c.name };"
39,Who are the top 5 characters by 'book1PageRank' in descending order?,"MATCH (c:Character)
RETURN c.name, c.book1PageRank
ORDER BY c.book1PageRank DESC
LIMIT 5","match
  $c isa character;
  $c has book1_page_rank $c_book1_page_rank;
sort $c_book1_page_rank desc;
limit 5;
fetch { ""c_name"": $c.name, ""c_book1_page_rank"": $c.book1_page_rank };"
40,Which characters have an 'INTERACTS45' relationship with a weight above 50?,"MATCH (c1:Character)-[i:INTERACTS45]->(c2:Character)
WHERE i.weight > 50
RETURN c1.name AS character1, c2.name AS character2, i.weight AS weight","match
  $c1 isa character;
  $c2 isa character;
  (character1: $c1, character2: $c2) isa interacts45, has weight $rel_weight;
  $rel_weight > 50;
fetch { ""character1"": $c1.name, ""character2"": $c2.name, ""weight"": $rel_weight };"
41,Display characters with a 'community' of 642 and list top 3.,"MATCH (c:Character)
WHERE c.community = 642
RETURN c.name
ORDER BY c.pagerank DESC
LIMIT 3","match
  $c isa character;
  $c has community $c_community;
  $c has pagerank $c_pagerank;
  $c_community == 642;
sort $c_pagerank desc;
limit 3;
fetch { ""c_name"": $c.name };"
42,Find all characters that have interacted in 'book 2'.,"MATCH (c1:Character)-[:INTERACTS2]->(c2:Character)
RETURN c1, c2","match
  $c1 isa character;
  $c2 isa character;
  (character1: $c1, character2: $c2) isa interacts2;
fetch { ""c1_name"": $c1.name, ""c2_name"": $c2.name };"
44,Which characters from community 795 have 'pagerank' above 0.15?,"MATCH (c:Character)
WHERE c.community = 795 AND c.pagerank > 0.15
RETURN c.name, c.pagerank","match
  $c isa character;
  $c has community $c_community;
  $c has pagerank $c_pagerank;
  $c_community == 795;
  $c_pagerank > 0.15;
fetch { ""c_name"": $c.name, ""c_pagerank"": $c.pagerank };"
46,Who are the top 3 characters in terms of 'pagerank' who also have a 'louvain' value of 6?,"MATCH (c:Character)
WHERE c.louvain = 6
RETURN c.name, c.pagerank
ORDER BY c.pagerank DESC
LIMIT 3","match
  $c isa character;
  $c has louvain $c_louvain;
  $c has pagerank $c_pagerank;
  $c_louvain == 6;
sort $c_pagerank desc;
limit 3;
fetch { ""c_name"": $c.name, ""c_pagerank"": $c.pagerank };"
47,List characters that have interacted in 'book 3' with a relationship weight less than 10.,"MATCH (c1:Character)-[i:INTERACTS3]->(c2:Character)
WHERE i.weight < 10
RETURN c1.name AS character1, c2.name AS character2, i.weight AS weight","match
  $c1 isa character;
  $c2 isa character;
  (character1: $c1, character2: $c2) isa interacts3, has weight $rel_weight;
  $rel_weight < 10;
fetch { ""character1"": $c1.name, ""character2"": $c2.name, ""weight"": $rel_weight };"
48,Which characters have a 'book1BetweennessCentrality' of exactly 0 and are part of community 642?,"MATCH (c:Character)
WHERE c.book1BetweennessCentrality = 0 AND c.community = 642
RETURN c","match
  $c isa character;
  $c has book1_betweenness_centrality $c_book1_betweenness_centrality;
  $c has community $c_community;
  $c_book1_betweenness_centrality == 0;
  $c_community == 642;
fetch { ""c_name"": $c.name };"
50,Who are the characters in the louvain community 5 with a 'book45PageRank' greater than 5?,"MATCH (c:Character)
WHERE c.louvain = 5 AND c.book45PageRank > 5
RETURN c.name AS character","match
  $c isa character;
  $c has louvain $c_louvain;
  $c has book45_page_rank $c_book45_page_rank;
  $c_louvain == 5;
  $c_book45_page_rank > 5;
fetch { ""character"": $c.name };"
51,List the top 3 characters by 'degree' who also have a 'book1PageRank' higher than 0.5.,"MATCH (c:Character)
WHERE c.book1PageRank > 0.5
RETURN c.name, c.degree
ORDER BY c.degree DESC
LIMIT 3","match
  $c isa character;
  $c has book1_page_rank $c_book1_page_rank;
  $c has degree $c_degree;
  $c_book1_page_rank > 0.5;
sort $c_degree desc;
limit 3;
fetch { ""c_name"": $c.name, ""c_degree"": $c.degree };"
52,Which characters have the lowest 'book1BetweennessCentrality' and are part of community 579? Provide first 3 results.,"MATCH (c:Character)
WHERE c.community = 579
RETURN c.name, c.book1BetweennessCentrality
ORDER BY c.book1BetweennessCentrality
LIMIT 3","match
  $c isa character;
  $c has community $c_community;
  $c has book1_betweenness_centrality $c_book1_betweenness_centrality;
  $c_community == 579;
sort $c_book1_betweenness_centrality desc;
limit 3;
fetch { ""c_name"": $c.name, ""c_book1_betweenness_centrality"": $c.book1_betweenness_centrality };"
53,Identify all characters with a 'pagerank' below 0.2 and list top 3.,"MATCH (c:Character)
WHERE c.pagerank < 0.2
RETURN c.name, c.pagerank
ORDER BY c.pagerank
LIMIT 3","match
  $c isa character;
  $c has pagerank $c_pagerank;
  $c_pagerank < 0.2;
sort $c_pagerank desc;
limit 3;
fetch { ""c_name"": $c.name, ""c_pagerank"": $c.pagerank };"
54,Which characters interacted in 'book 45' with a weight of exactly 96?,"MATCH (c1:Character)-[i:INTERACTS45 {weight: 96}]->(c2:Character)
RETURN c1.name AS character1, c2.name AS character2","match
  $c1 isa character;
  $c2 isa character;
  (character1: $c1, character2: $c2) isa interacts45, has weight $rel_weight;
  $rel_weight == 96;
fetch { ""character1"": $c1.name, ""character2"": $c2.name };"
55,List the top 5 characters by 'centrality' who have a 'book45PageRank' above 1.,"MATCH (c:Character)
WHERE c.book45PageRank > 1
RETURN c.name, c.centrality
ORDER BY c.centrality DESC
LIMIT 5","match
  $c isa character;
  $c has book45_page_rank $c_book45_page_rank;
  $c has centrality $c_centrality;
  $c_book45_page_rank > 1;
sort $c_centrality desc;
limit 5;
fetch { ""c_name"": $c.name, ""c_centrality"": $c.centrality };"
56,Find all characters that have 'INTERACTS3' relationship with a weight above 90.,"MATCH (c1:Character)-[i:INTERACTS3]->(c2:Character)
WHERE i.weight > 90
RETURN c1, i, c2","match
  $c1 isa character;
  $c2 isa character;
  (character1: $c1, character2: $c2) isa interacts3, has weight $rel_weight;
  $rel_weight > 90;
fetch { ""c1_name"": $c1.name, ""rel_weight"": $rel_weight, ""c2_name"": $c2.name };"
57,Who are the top 3 characters with the highest 'book1BetweennessCentrality' in community 795?,"MATCH (c:Character)
WHERE c.community = 795
RETURN c.name, c.book1BetweennessCentrality
ORDER BY c.book1BetweennessCentrality DESC
LIMIT 3","match
  $c isa character;
  $c has community $c_community;
  $c has book1_betweenness_centrality $c_book1_betweenness_centrality;
  $c_community == 795;
sort $c_book1_betweenness_centrality desc;
limit 3;
fetch { ""c_name"": $c.name, ""c_book1_betweenness_centrality"": $c.book1_betweenness_centrality };"
58,Identify characters with a 'degree' over 100. List the first 5.,"MATCH (c:Character)
WHERE c.degree > 100
RETURN c.name
LIMIT 5","match
  $c isa character;
  $c has degree $c_degree;
  $c_degree > 100;
limit 5;
fetch { ""c_name"": $c.name };"
59,Which characters have interacted in 'book 1' with a weight less than 5?,"MATCH (c1:Character)-[i:INTERACTS1]->(c2:Character)
WHERE i.weight < 5
RETURN c1.name AS character1, c2.name AS character2, i.weight AS weight","match
  $c1 isa character;
  $c2 isa character;
  (character1: $c1, character2: $c2) isa interacts1, has weight $rel_weight;
  $rel_weight < 5;
fetch { ""character1"": $c1.name, ""character2"": $c2.name, ""weight"": $rel_weight };"
60,Who are the characters with a 'louvain' value of 10? Provide first 3 names.,"MATCH (c:Character {louvain: 10})
RETURN c.name
LIMIT 3","match
  $c isa character, has louvain 10;
limit 3;
fetch { ""c_name"": $c.name };"
61,List the characters who have a 'book45PageRank' over 10.,"MATCH (c:Character)
WHERE c.book45PageRank > 10
RETURN c.name","match
  $c isa character;
  $c has book45_page_rank $c_book45_page_rank;
  $c_book45_page_rank > 10;
fetch { ""c_name"": $c.name };"
62,Which characters have a 'community' number higher than 700 and a 'pagerank' above 1? List top 3.,"MATCH (c:Character)
WHERE c.community > 700 AND c.pagerank > 1
RETURN c.name, c.community, c.pagerank
ORDER BY c.pagerank DESC
LIMIT 3","match
  $c isa character;
  $c has community $c_community;
  $c has pagerank $c_pagerank;
  $c_community > 700;
  $c_pagerank > 1;
sort $c_pagerank desc;
limit 3;
fetch { ""c_name"": $c.name, ""c_community"": $c.community, ""c_pagerank"": $c.pagerank };"
64,Who has the highest 'book1BetweennessCentrality' among all characters? Show top 3.,"MATCH (c:Character)
RETURN c.name, c.book1BetweennessCentrality
ORDER BY c.book1BetweennessCentrality DESC
LIMIT 3","match
  $c isa character;
  $c has book1_betweenness_centrality $c_book1_betweenness_centrality;
sort $c_book1_betweenness_centrality desc;
limit 3;
fetch { ""c_name"": $c.name, ""c_book1_betweenness_centrality"": $c.book1_betweenness_centrality };"
65,Find characters that have 'INTERACTS1' relationship with a weight above 200.,"MATCH (c1:Character)-[i:INTERACTS1]->(c2:Character)
WHERE i.weight > 200
RETURN c1, i, c2","match
  $c1 isa character;
  $c2 isa character;
  (character1: $c1, character2: $c2) isa interacts1, has weight $rel_weight;
  $rel_weight > 200;
fetch { ""c1_name"": $c1.name, ""rel_weight"": $rel_weight, ""c2_name"": $c2.name };"
66,Display characters with a 'community' of 504 and list top 3.,"MATCH (c:Character)
WHERE c.community = 504
RETURN c.name
ORDER BY c.pagerank DESC
LIMIT 3","match
  $c isa character;
  $c has community $c_community;
  $c has pagerank $c_pagerank;
  $c_community == 504;
sort $c_pagerank desc;
limit 3;
fetch { ""c_name"": $c.name };"
67,Find all characters that have interacted in 'book 2' and have a 'louvain' value greater than 5.,"MATCH (c1:Character)-[:INTERACTS2]-(c2:Character)
WHERE c1.louvain > 5 AND c2.louvain > 5
RETURN c1, c2","match
  $c1 isa character;
  $c2 isa character;
  $c1 has louvain $c1_louvain;
  $c2 has louvain $c2_louvain;
  (character1: $c1, character2: $c2) isa interacts2;
  $c1_louvain > 5;
  $c2_louvain > 5;
fetch { ""c1_name"": $c1.name, ""c2_name"": $c2.name };"
69,Which characters from community 642 have 'pagerank' above 1?,"MATCH (c:Character)
WHERE c.community = 642 AND c.pagerank > 1
RETURN c.name, c.pagerank","match
  $c isa character;
  $c has community $c_community;
  $c has pagerank $c_pagerank;
  $c_community == 642;
  $c_pagerank > 1;
fetch { ""c_name"": $c.name, ""c_pagerank"": $c.pagerank };"
70,Who are the top 3 characters in terms of 'pagerank' who also have a 'louvain' value of 1?,"MATCH (c:Character)
WHERE c.louvain = 1
RETURN c.name, c.pagerank
ORDER BY c.pagerank DESC
LIMIT 3","match
  $c isa character;
  $c has louvain $c_louvain;
  $c has pagerank $c_pagerank;
  $c_louvain == 1;
sort $c_pagerank desc;
limit 3;
fetch { ""c_name"": $c.name, ""c_pagerank"": $c.pagerank };"
71,List characters that have interacted in 'book 3' with a relationship weight of exactly 95.,"MATCH (c1:Character)-[i:INTERACTS3]->(c2:Character)
WHERE i.weight = 95
RETURN c1.name AS character1, c2.name AS character2","match
  $c1 isa character;
  $c2 isa character;
  (character1: $c1, character2: $c2) isa interacts3, has weight $rel_weight;
  $rel_weight == 95;
fetch { ""character1"": $c1.name, ""character2"": $c2.name };"
72,Which characters have a 'book1BetweennessCentrality' of exactly 168.75234023581112 and are part of community 642?,"MATCH (c:Character)
WHERE c.book1BetweennessCentrality = 168.75234023581112 AND c.community = 642
RETURN c.name AS character","match
  $c isa character;
  $c has book1_betweenness_centrality $c_book1_betweenness_centrality;
  $c has community $c_community;
  $c_book1_betweenness_centrality == 168.75234023581112;
  $c_community == 642;
fetch { ""character"": $c.name };"
74,Who are the characters in the louvain community 6 with a 'book45PageRank' greater than 3?,"MATCH (c:Character)
WHERE c.louvain = 6 AND c.book45PageRank > 3
RETURN c.name AS character","match
  $c isa character;
  $c has louvain $c_louvain;
  $c has book45_page_rank $c_book45_page_rank;
  $c_louvain == 6;
  $c_book45_page_rank > 3;
fetch { ""character"": $c.name };"
75,List the top 3 characters by 'degree' who also have a 'book1PageRank' higher than 1.,"MATCH (c:Character)
WHERE c.book1PageRank > 1
RETURN c.name, c.degree, c.book1PageRank
ORDER BY c.degree DESC
LIMIT 3","match
  $c isa character;
  $c has book1_page_rank $c_book1_page_rank;
  $c has degree $c_degree;
  $c_book1_page_rank > 1;
sort $c_degree desc;
limit 3;
fetch { ""c_name"": $c.name, ""c_degree"": $c.degree, ""c_book1_page_rank"": $c.book1_page_rank };"
76,Which characters have the lowest 'book1BetweennessCentrality' and are part of community 642? Provide first 3 results.,"MATCH (c:Character)
WHERE c.community = 642
RETURN c.name, c.book1BetweennessCentrality
ORDER BY c.book1BetweennessCentrality
LIMIT 3","match
  $c isa character;
  $c has community $c_community;
  $c has book1_betweenness_centrality $c_book1_betweenness_centrality;
  $c_community == 642;
sort $c_book1_betweenness_centrality desc;
limit 3;
fetch { ""c_name"": $c.name, ""c_book1_betweenness_centrality"": $c.book1_betweenness_centrality };"
77,Identify all characters with a 'pagerank' below 0.3 and list top 3.,"MATCH (c:Character)
WHERE c.pagerank < 0.3
RETURN c.name, c.pagerank
ORDER BY c.pagerank
LIMIT 3","match
  $c isa character;
  $c has pagerank $c_pagerank;
  $c_pagerank < 0.3;
sort $c_pagerank desc;
limit 3;
fetch { ""c_name"": $c.name, ""c_pagerank"": $c.pagerank };"
78,Which characters interacted in 'book 45' with a weight of exactly 50?,"MATCH (c1:Character)-[i:INTERACTS45 {weight: 50}]->(c2:Character)
RETURN c1.name AS character1, c2.name AS character2","match
  $c1 isa character;
  $c2 isa character;
  (character1: $c1, character2: $c2) isa interacts45, has weight $rel_weight;
  $rel_weight == 50;
fetch { ""character1"": $c1.name, ""character2"": $c2.name };"
79,List the top 5 characters by 'centrality' who have a 'book45PageRank' above 2.,"MATCH (c:Character)
WHERE c.book45PageRank > 2
RETURN c.name, c.centrality
ORDER BY c.centrality DESC
LIMIT 5","match
  $c isa character;
  $c has book45_page_rank $c_book45_page_rank;
  $c has centrality $c_centrality;
  $c_book45_page_rank > 2;
sort $c_centrality desc;
limit 5;
fetch { ""c_name"": $c.name, ""c_centrality"": $c.centrality };"
80,Find all characters that have 'INTERACTS2' relationship with a weight above 50.,"MATCH (c1:Character)-[r:INTERACTS2]->(c2:Character)
WHERE r.weight > 50
RETURN c1, r, c2","match
  $c1 isa character;
  $c2 isa character;
  (character1: $c1, character2: $c2) isa interacts2, has weight $rel_weight;
  $rel_weight > 50;
fetch { ""c1_name"": $c1.name, ""rel_weight"": $rel_weight, ""c2_name"": $c2.name };"
81,Who are the top 3 characters with the highest 'book1BetweennessCentrality' in community 504?,"MATCH (c:Character)
WHERE c.community = 504
RETURN c.name, c.book1BetweennessCentrality
ORDER BY c.book1BetweennessCentrality DESC
LIMIT 3","match
  $c isa character;
  $c has community $c_community;
  $c has book1_betweenness_centrality $c_book1_betweenness_centrality;
  $c_community == 504;
sort $c_book1_betweenness_centrality desc;
limit 3;
fetch { ""c_name"": $c.name, ""c_book1_betweenness_centrality"": $c.book1_betweenness_centrality };"
82,Identify characters with a 'degree' over 150. List the first 5.,"MATCH (c:Character)
WHERE c.degree > 150
RETURN c.name
LIMIT 5","match
  $c isa character;
  $c has degree $c_degree;
  $c_degree > 150;
limit 5;
fetch { ""c_name"": $c.name };"
83,Which characters have interacted in 'book 1' with a weight less than 10?,"MATCH (c1:Character)-[i:INTERACTS1]->(c2:Character)
WHERE i.weight < 10
RETURN c1.name AS character1, c2.name AS character2, i.weight AS weight","match
  $c1 isa character;
  $c2 isa character;
  (character1: $c1, character2: $c2) isa interacts1, has weight $rel_weight;
  $rel_weight < 10;
fetch { ""character1"": $c1.name, ""character2"": $c2.name, ""weight"": $rel_weight };"
84,Who are the characters with a 'louvain' value of 0? Provide first 3 names.,"MATCH (c:Character {louvain: 0})
RETURN c.name
LIMIT 3","match
  $c isa character, has louvain 0;
limit 3;
fetch { ""c_name"": $c.name };"
85,List the characters who have a 'book45PageRank' over 11.,"MATCH (c:Character)
WHERE c.book45PageRank > 11
RETURN c.name","match
  $c isa character;
  $c has book45_page_rank $c_book45_page_rank;
  $c_book45_page_rank > 11;
fetch { ""c_name"": $c.name };"
86,Which characters have a 'community' number higher than 600 and a 'pagerank' above 0.5? List top 3.,"MATCH (c:Character)
WHERE c.community > 600 AND c.pagerank > 0.5
RETURN c.name, c.community, c.pagerank
ORDER BY c.pagerank DESC
LIMIT 3","match
  $c isa character;
  $c has community $c_community;
  $c has pagerank $c_pagerank;
  $c_community > 600;
  $c_pagerank > 0.5;
sort $c_pagerank desc;
limit 3;
fetch { ""c_name"": $c.name, ""c_community"": $c.community, ""c_pagerank"": $c.pagerank };"
88,Who has the highest 'book1PageRank' among all characters? Show top 3.,"MATCH (c:Character)
RETURN c.name, c.book1PageRank
ORDER BY c.book1PageRank DESC
LIMIT 3","match
  $c isa character;
  $c has book1_page_rank $c_book1_page_rank;
sort $c_book1_page_rank desc;
limit 3;
fetch { ""c_name"": $c.name, ""c_book1_page_rank"": $c.book1_page_rank };"
