original_index,question,cypher,typeql
10,Which people have directed more than one movie?,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)
WITH p, count(m) AS num_directed
WHERE num_directed > 1
RETURN p.name AS director, num_directed AS movies_directed","match
  $p isa person;
  $m isa movie;
  (director: $p, film: $m) isa directed;
  $p has name $namep;
reduce $num_directed = count($m) groupby $namep;
match $num_directed > 1;
fetch {
  ""director"": $namep,
  ""movies_directed"": $num_directed
};"
11,Show the top 3 movies with the lowest number of votes.,"MATCH (m:Movie)
RETURN m.title, m.votes
ORDER BY m.votes
LIMIT 3","match
  $m isa movie;
  $m has title $titlem;
  $m has votes $votesm;
sort $votesm asc;
limit 3;
fetch {
  ""title"": $titlem,
  ""votes"": $votesm
};"
12,Who are the first 3 people to follow Keanu Reeves?,"MATCH (p:Person)-[:FOLLOWS]->(keanu:Person {name: 'Keanu Reeves'})
RETURN p.name
LIMIT 3","match
  $p isa person;
  $keanu isa person, has name ""Keanu Reeves"";
  (follower: $p, followed: $keanu) isa follows;
  $p has name $namep;
limit 3;
fetch {
  ""name"": $namep
};"
13,List all people who have produced a movie and acted in another.,"MATCH (p:Person)-[:PRODUCED]->(:Movie)
WHERE exists{ (p)-[:ACTED_IN]->(:Movie) }
RETURN p.name","match
  $p isa person;
  (actor: $p) isa acted_in;
  $p has name $namep;
fetch {
  ""name"": $namep
};"
14,What are the top 5 most recent movies in the database?,"MATCH (m:Movie)
RETURN m.title, m.released
ORDER BY m.released DESC
LIMIT 5","match
  $m isa movie;
  $m has title $titlem;
  $m has released $releasedm;
sort $releasedm desc;
limit 5;
fetch {
  ""title"": $titlem,
  ""released"": $releasedm
};"
15,Find all movies with a released year in the 1990s.,"MATCH (m:Movie)
WHERE m.released >= 1990 AND m.released < 2000
RETURN m","match
  $m isa movie;
  $m has released $releasedm;
  $releasedm >= 1990;
  $releasedm < 2000;
  $m has title $titlem;
  $m has votes $votesm;
  $m has tagline $taglinem;
fetch {
  ""title"": $titlem,
  ""votes"": $votesm,
  ""tagline"": $taglinem,
  ""released"": $releasedm
};"
16,Who wrote the movie titled 'The Matrix'?,"MATCH (p:Person)-[:WROTE]->(m:Movie {title: 'The Matrix'})
RETURN p.name","match
  $p isa person;
  $m isa movie, has title ""The Matrix"";
  (writer: $p, film: $m) isa wrote;
  $p has name $namep;
fetch {
  ""name"": $namep
};"
17,List the first 3 people born in 1964.,"MATCH (p:Person)
WHERE p.born = 1964
RETURN p.name
LIMIT 3","match
  $p isa person;
  $p has born 1964;
  $p has name $namep;
limit 3;
fetch {
  ""name"": $namep
};"
18,Which movies have been reviewed with a rating less than 50?,"MATCH (m:Movie)<-[r:REVIEWED]-(p:Person)
WHERE r.rating < 50
RETURN m.title, r.rating, r.summary","match
  $m isa movie;
  $p isa person;
  $r (reviewer: $p, film: $m) isa reviewed, has rating $ratingr, has summary $summaryr;
  $ratingr < 50;
  $m has title $titlem;
fetch {
  ""title"": $titlem,
  ""rating"": $ratingr,
  ""summary"": $summaryr
};"
19,Show the first 3 movies produced by Joel Silver.,"MATCH (p:Person {name: 'Joel Silver'})-[:PRODUCED]->(m:Movie)
RETURN m.title
LIMIT 3","match
  $p isa person, has name ""Joel Silver"";
  $m isa movie;
  (producer: $p, film: $m) isa produced;
  $m has title $titlem;
limit 3;
fetch {
  ""title"": $titlem
};"
20,What are the roles of Carrie-Anne Moss in 'The Matrix Revolutions'?,"MATCH (p:Person {name: 'Carrie-Anne Moss'})-[r:ACTED_IN]->(m:Movie {title: 'The Matrix Revolutions'})
RETURN r.roles","match
  $p isa person, has name ""Carrie-Anne Moss"";
  $m isa movie, has title ""The Matrix Revolutions"";
  $r (actor: $p, film: $m) isa acted_in, has roles $rolesr;
fetch {
  ""roles"": $rolesr
};"
21,Which person reviewed the most movies?,"MATCH (p:Person)-[r:REVIEWED]->(m:Movie)
WITH p, count(r) AS num_reviews
ORDER BY num_reviews DESC
LIMIT 1
RETURN p.name AS person, num_reviews","match
  $p isa person;
  $m isa movie;
  $r (reviewer: $p, film: $m) isa reviewed;
  $p has name $namep;
reduce $num_reviews = count($r) groupby $namep;
sort $num_reviews desc;
limit 1;
fetch {
  ""person"": $namep,
  ""num_reviews"": $num_reviews
};"
22,List top 5 oldest people in the database.,"MATCH (p:Person)
RETURN p.name, p.born
ORDER BY p.born
LIMIT 5","match
  $p isa person;
  $p has name $namep;
  $p has born $bornp;
sort $bornp asc;
limit 5;
fetch {
  ""name"": $namep,
  ""born"": $bornp
};"
24,What are the first 3 movies with a tagline containing the word 'limits'?,"MATCH (m:Movie)
WHERE m.tagline CONTAINS 'limits'
RETURN m.title
LIMIT 3","match
  $m isa movie;
  $m has title $titlem;
limit 3;
fetch {
  ""title"": $titlem
};"
25,Who are the first 3 actors in the movie titled 'Speed Racer'?,"MATCH (m:Movie {title: 'Speed Racer'})<-[:ACTED_IN]-(p:Person)
RETURN p.name
LIMIT 3","match
  $m isa movie, has title ""Speed Racer"";
  $p isa person;
  (actor: $p, film: $m) isa acted_in;
  $p has name $namep;
limit 3;
fetch {
  ""name"": $namep
};"
29,List the first 3 people who have directed and written the same movie.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)<-[:WROTE]-(p)
RETURN p.name AS person
LIMIT 3","match
  $p isa person;
  $m isa movie;
  (director: $p, film: $m) isa directed;
  $p has name $namep;
limit 3;
fetch {
  ""person"": $namep
};"
30,What are the birth years of people who have acted in movies released before 1980?,"MATCH (p:Person)-[:ACTED_IN]->(m:Movie)
WHERE m.released < 1980
RETURN DISTINCT p.born","match
  $p isa person;
  $m isa movie;
  (actor: $p, film: $m) isa acted_in;
  $m has released $releasedm;
  $releasedm < 1980;
  $p has born $bornp;
fetch {
  ""born"": $bornp
};"
31,Which movie has the lowest number of votes and was released after 2000?,"MATCH (m:Movie)
WHERE m.released > 2000 AND m.votes IS NOT NULL
RETURN m
ORDER BY m.votes
LIMIT 1","match
  $m isa movie;
  $m has votes $votesm;
  $m has released $releasedm;
  $releasedm > 2000;
  $m has title $titlem;
  $m has tagline $taglinem;
sort $votesm asc;
limit 1;
fetch {
  ""title"": $titlem,
  ""votes"": $votesm,
  ""tagline"": $taglinem,
  ""released"": $releasedm
};"
32,Find all movies that have been produced by persons born after 1960 limited to top 5.,"MATCH (p:Person)-[:PRODUCED]->(m:Movie)
WHERE p.born > 1960
RETURN m
LIMIT 5","match
  $p isa person;
  $m isa movie;
  (producer: $p, film: $m) isa produced;
  $p has born $bornp;
  $bornp > 1960;
  $m has title $titlem;
  $m has votes $votesm;
  $m has tagline $taglinem;
  $m has released $releasedm;
limit 5;
fetch {
  ""title"": $titlem,
  ""votes"": $votesm,
  ""tagline"": $taglinem,
  ""released"": $releasedm
};"
33,"Who are the first 3 people to have reviewed a movie with the summary 'Silly, but fun'?","MATCH (p:Person)-[r:REVIEWED]->(m:Movie)
WHERE r.summary = 'Silly, but fun'
RETURN p.name
LIMIT 3","match
$p isa person, has name $name;
$m isa movie;
$r (reviewer: $p, film: $m) isa reviewed, has summary $summary;
$summary == ""Silly, but fun"";
limit 3;
fetch {
  ""name"": $name
};"
34,List all movies with a tagline that includes the phrase 'Real World'.,"MATCH (m:Movie)
WHERE m.tagline CONTAINS 'Real World'
RETURN m.title, m.tagline","match
  $m isa movie;
  $m has tagline $taglinem;
  $taglinem contains ""Real World"";
  $m has title $titlem;
fetch {
  ""title"": $titlem,
  ""tagline"": $taglinem
};"
35,What are the first 3 movies reviewed by a person born in 1967?,"MATCH (p:Person {born: 1967})-[r:REVIEWED]->(m:Movie)
RETURN m.title
ORDER BY r.rating DESC
LIMIT 3","match
  $p isa person, has born 1967;
  $m isa movie;
  $r (reviewer: $p, film: $m) isa reviewed, has rating $ratingr;
  $m has title $titlem;
sort $ratingr desc;
limit 3;
fetch {
  ""title"": $titlem
};"
37,"Which person has acted in, directed, and produced the same movie?","MATCH (p:Person)-[:ACTED_IN]->(m:Movie)<-[:DIRECTED]-(p)
WHERE exists{ (p)-[:PRODUCED]->(m) }
RETURN p.name AS person, m.title AS movie","match
  $p isa person;
  $m isa movie;
  (actor: $p, film: $m) isa acted_in;
  $p has name $namep;
  $m has title $titlem;
fetch {
  ""person"": $namep,
  ""movie"": $titlem
};"
38,List the first 3 movies with a tagline containing the word 'football'.,"MATCH (m:Movie)
WHERE m.tagline CONTAINS 'football'
RETURN m.title
LIMIT 3","match
  $m isa movie;
  $m has tagline $taglinem;
  $taglinem contains ""football"";
  $m has title $titlem;
limit 3;
fetch {
  ""title"": $titlem
};"
40,Find all movies where a person named 'Nancy Meyers' acted.,"MATCH (p:Person {name: 'Nancy Meyers'})-[:ACTED_IN]->(m:Movie)
RETURN m","match
  $p isa person, has name ""Nancy Meyers"";
  $m isa movie;
  (actor: $p, film: $m) isa acted_in;
  $m has title $titlem;
  $m has votes $votesm;
  $m has tagline $taglinem;
  $m has released $releasedm;
fetch {
  ""title"": $titlem,
  ""votes"": $votesm,
  ""tagline"": $taglinem,
  ""released"": $releasedm
};"
41,Show the top 5 people by the number of movies they have produced.,"MATCH (p:Person)-[:PRODUCED]->(m:Movie)
RETURN p.name AS producer, count(m) AS num_movies_produced
ORDER BY num_movies_produced DESC
LIMIT 5","match
  $p isa person;
  $m isa movie;
  (producer: $p, film: $m) isa produced;
  $p has name $namep;
reduce $num_movies_produced = count($m) groupby $namep;
sort $num_movies_produced desc;
limit 5;
fetch {
  ""producer"": $namep,
  ""num_movies_produced"": $num_movies_produced
};"
43,List the first 3 movies that have been both produced and reviewed by people born before 1960.,"MATCH (m:Movie)<-[:PRODUCED]-(p:Person), (m)<-[:REVIEWED]-(r:Person)
WHERE p.born < 1960 AND r.born < 1960
RETURN m.title
LIMIT 3","match
  $m isa movie;
  $p isa person;
  (producer: $p, film: $m) isa produced;
  $r isa person;
  (reviewer: $r, film: $m) isa reviewed;
  $p has born $bornp;
  $bornp < 1960;
  $r has born $bornr;
  $bornr < 1960;
  $m has title $titlem;
limit 3;
fetch {
  ""title"": $titlem
};"
44,What are the roles of actors in the movie with the highest number of votes?,"MATCH (m:Movie)<-[ai:ACTED_IN]-(p:Person)
WHERE m.votes IS NOT NULL
WITH m, ai, p
ORDER BY m.votes DESC
LIMIT 1
RETURN m.title AS movie, p.name AS actor, ai.roles AS roles","match
  $m isa movie;
  $p isa person;
  $ai (actor: $p, film: $m) isa acted_in, has roles $rolesai;
  $m has votes $votesm;
  $m has title $titlem;
  $p has name $namep;
sort $votesm desc;
limit 1;
fetch {
  ""movie"": $titlem,
  ""actor"": $namep,
  ""roles"": $rolesai
};"
45,Who are the first 3 directors of movies released in the 2000s?,"MATCH (d:Person)-[:DIRECTED]->(m:Movie)
WHERE m.released >= 2000 AND m.released < 2010
RETURN d.name AS director
ORDER BY m.released
LIMIT 3","match
  $d isa person;
  $m isa movie;
  (director: $d, film: $m) isa directed;
  $m has released $releasedm;
  $releasedm >= 2000;
  $releasedm < 2010;
  $d has name $named;
sort $releasedm asc;
limit 3;
fetch {
  ""director"": $named
};"
46,List all movies directed by a person with the name 'Joel Silver'.,"MATCH (p:Person {name: 'Joel Silver'})-[:DIRECTED]->(m:Movie)
RETURN m.title","match
  $p isa person, has name ""Joel Silver"";
  $m isa movie;
  (director: $p, film: $m) isa directed;
  $m has title $titlem;
fetch {
  ""title"": $titlem
};"
48,Which people have reviewed and also produced the movie titled 'The Matrix Revolutions'?,"MATCH (p:Person)-[:REVIEWED]->(m:Movie {title: 'The Matrix Revolutions'})<-[:PRODUCED]-(p)
RETURN p.name","match
  $p isa person;
  $m isa movie, has title ""The Matrix Revolutions"";
  (reviewer: $p, film: $m) isa reviewed;
  $p has name $namep;
fetch {
  ""name"": $namep
};"
49,List the first 3 movies that have been acted in and directed by the same person.,"MATCH (p:Person)-[:ACTED_IN]->(m:Movie)<-[:DIRECTED]-(p)
RETURN m.title
LIMIT 3","match
  $p isa person;
  $m isa movie;
  (actor: $p, film: $m) isa acted_in;
  $m has title $titlem;
limit 3;
fetch {
  ""title"": $titlem
};"
50,What are the first 3 movies with a released year of 2008?,"MATCH (m:Movie)
WHERE m.released = 2008
RETURN m.title
LIMIT 3","match
  $m isa movie;
  $m has released 2008;
  $m has title $titlem;
limit 3;
fetch {
  ""title"": $titlem
};"
51,Which person reviewed the movie with the lowest rating?,"MATCH (p:Person)-[r:REVIEWED]->(m:Movie)
WITH p, m, r
ORDER BY r.rating ASC
LIMIT 1
RETURN p.name AS reviewer, m.title AS movie, r.rating AS rating","match
  $p isa person;
  $m isa movie;
  $r (reviewer: $p, film: $m) isa reviewed, has rating $ratingr;
  $p has name $namep;
  $m has title $titlem;
sort $ratingr asc;
limit 1;
fetch {
  ""reviewer"": $namep,
  ""movie"": $titlem,
  ""rating"": $ratingr
};"
53,Find the first 3 people who acted in a movie released in the 1990s.,"MATCH (p:Person)-[:ACTED_IN]->(m:Movie)
WHERE m.released >= 1990 AND m.released < 2000
RETURN p.name
LIMIT 3","match
  $p isa person;
  $m isa movie;
  (actor: $p, film: $m) isa acted_in;
  $m has released $releasedm;
  $releasedm >= 1990;
  $releasedm < 2000;
  $p has name $namep;
limit 3;
fetch {
  ""name"": $namep
};"
54,Who are the first 3 people to have produced a movie with more than 500 votes?,"MATCH (p:Person)-[:PRODUCED]->(m:Movie)
WHERE m.votes > 500
RETURN p.name
ORDER BY m.votes DESC
LIMIT 3","match
  $p isa person;
  $m isa movie;
  (producer: $p, film: $m) isa produced;
  $m has votes $votesm;
  $votesm > 500;
  $p has name $namep;
sort $votesm desc;
limit 3;
fetch {
  ""name"": $namep
};"
55,List the top 5 movies with a released year before 1985.,"MATCH (m:Movie)
WHERE m.released < 1985
RETURN m.title, m.released
ORDER BY m.released
LIMIT 5","match
  $m isa movie;
  $m has released $releasedm;
  $releasedm < 1985;
  $m has title $titlem;
sort $releasedm asc;
limit 5;
fetch {
  ""title"": $titlem,
  ""released"": $releasedm
};"
56,What are the first 3 movies that have a tagline containing the word 'journey'?,"MATCH (m:Movie)
WHERE m.tagline CONTAINS 'journey'
RETURN m.title
LIMIT 3","match
  $m isa movie;
  $m has tagline $taglinem;
  $taglinem contains ""journey"";
  $m has title $titlem;
limit 3;
fetch {
  ""title"": $titlem
};"
57,Show the top 5 people by the number of movies they have directed.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)
WITH p, count(m) AS num_directed
ORDER BY num_directed DESC
LIMIT 5
RETURN p.name AS director, num_directed","match
  $p isa person;
  $m isa movie;
  (director: $p, film: $m) isa directed;
  $p has name $namep;
reduce $num_directed = count($m) groupby $namep;
sort $num_directed desc;
limit 5;
fetch {
  ""director"": $namep,
  ""num_directed"": $num_directed
};"
59,"List the first 3 movies with a review summary of 'Fun, but a little far fetched'.","MATCH (m:Movie)<-[r:REVIEWED]-(p:Person)
WHERE r.summary = 'Fun, but a little far fetched'
RETURN m.title
LIMIT 3","match
$m isa movie, has title $title;
$p isa person;
$r (reviewer: $p, film: $m) isa reviewed, has summary $summary;
$summary == ""Fun, but a little far fetched"";
limit 3;
fetch {
  ""title"": $title
};"
60,Find all people born in 1949 who have directed a movie.,"MATCH (p:Person)
WHERE p.born = 1949 AND exists{ (p)-[:DIRECTED]->(:Movie) }
RETURN p","match
  $p isa person;
  (director: $p) isa directed;
  $p has born 1949;
  $p has name $namep;
  $p has born $bornp;
fetch {
  ""name"": $namep,
  ""born"": $bornp
};"
61,Who are the first 3 people who acted in a movie titled 'Something's Gotta Give'?,"MATCH (p:Person)-[:ACTED_IN]->(m:Movie {title: ""Something's Gotta Give""})
RETURN p.name
LIMIT 3","match
  $p isa person;
  $m isa movie, has title ""Something's Gotta Give"";
  (actor: $p, film: $m) isa acted_in;
  $p has name $namep;
limit 3;
fetch {
  ""name"": $namep
};"
62,List all movies that were released in the year 2001.,"MATCH (m:Movie)
WHERE m.released = 2001
RETURN m.title","match
  $m isa movie;
  $m has released 2001;
  $m has title $titlem;
fetch {
  ""title"": $titlem
};"
64,Show the first 3 people born in 1980 who have reviewed a movie.,"MATCH (p:Person)-[:REVIEWED]->(m:Movie)
WHERE p.born = 1980
RETURN p, m
LIMIT 3","match
  $p isa person;
  $m isa movie;
  (reviewer: $p, film: $m) isa reviewed;
  $p has born 1980;
  $p has name $namep;
  $p has born $bornp;
  $m has title $titlem;
  $m has votes $votesm;
  $m has tagline $taglinem;
  $m has released $releasedm;
limit 3;
fetch {
  ""name"": $namep,
  ""born"": $bornp,
  ""title"": $titlem,
  ""votes"": $votesm,
  ""tagline"": $taglinem,
  ""released"": $releasedm
};"
67,Find all movies with a tagline including the word 'compelling'.,"MATCH (m:Movie)
WHERE m.tagline CONTAINS 'compelling'
RETURN m.title, m.tagline","match
  $m isa movie;
  $m has tagline $taglinem;
  $taglinem contains ""compelling"";
  $m has title $titlem;
fetch {
  ""title"": $titlem,
  ""tagline"": $taglinem
};"
68,Show the top 5 people who have reviewed the most movies.,"MATCH (p:Person)-[r:REVIEWED]->(m:Movie)
WITH p, count(r) AS num_reviews
ORDER BY num_reviews DESC
LIMIT 5
RETURN p.name AS person, num_reviews","match
  $p isa person;
  $m isa movie;
  $r (reviewer: $p, film: $m) isa reviewed;
  $p has name $namep;
reduce $num_reviews = count($r) groupby $namep;
sort $num_reviews desc;
limit 5;
fetch {
  ""person"": $namep,
  ""num_reviews"": $num_reviews
};"
69,Which person has produced the most movies?,"MATCH (p:Person)-[:PRODUCED]->(m:Movie)
RETURN p.name AS producer, count(m) AS movie_count
ORDER BY movie_count DESC
LIMIT 1","match
  $p isa person;
  $m isa movie;
  (producer: $p, film: $m) isa produced;
  $p has name $namep;
reduce $movie_count = count($m) groupby $namep;
sort $movie_count desc;
limit 1;
fetch {
  ""producer"": $namep,
  ""movie_count"": $movie_count
};"
70,List the first 3 movies where someone named 'Carrie-Anne Moss' acted.,"MATCH (p:Person {name: 'Carrie-Anne Moss'})-[:ACTED_IN]->(m:Movie)
RETURN m.title
LIMIT 3","match
  $p isa person, has name ""Carrie-Anne Moss"";
  $m isa movie;
  (actor: $p, film: $m) isa acted_in;
  $m has title $titlem;
limit 3;
fetch {
  ""title"": $titlem
};"
71,What are the first 3 movies with a released year of 1996?,"MATCH (m:Movie)
WHERE m.released = 1996
RETURN m.title
LIMIT 3","match
  $m isa movie;
  $m has released 1996;
  $m has title $titlem;
limit 3;
fetch {
  ""title"": $titlem
};"
72,Who are the top 5 oldest directors in the database?,"MATCH (p:Person)-[:DIRECTED]->(:Movie)
RETURN p.name, p.born
ORDER BY p.born
LIMIT 5","match
  $p isa person;
  $p has name $namep;
  $p has born $bornp;
sort $bornp asc;
limit 5;
fetch {
  ""name"": $namep,
  ""born"": $bornp
};"
74,Find the first 3 people who have written and directed the same movie.,"MATCH (p:Person)-[:WROTE]->(m:Movie)<-[:DIRECTED]-(p)
RETURN p.name AS person, m.title AS movie
LIMIT 3","match
  $p isa person;
  $m isa movie;
  (writer: $p, film: $m) isa wrote;
  $p has name $namep;
  $m has title $titlem;
limit 3;
fetch {
  ""person"": $namep,
  ""movie"": $titlem
};"
76,Show the top 5 movies reviewed by a person named 'Joel Silver'.,"MATCH (p:Person {name: 'Joel Silver'})-[r:REVIEWED]->(m:Movie)
RETURN m.title AS movie, r.rating AS rating
ORDER BY r.rating DESC
LIMIT 5","match
  $p isa person, has name ""Joel Silver"";
  $m isa movie;
  $r (reviewer: $p, film: $m) isa reviewed, has rating $ratingr;
  $m has title $titlem;
sort $ratingr desc;
limit 5;
fetch {
  ""movie"": $titlem,
  ""rating"": $ratingr
};"
77,Which movies have been directed by persons born after 1970?,"MATCH (m:Movie)<-[:DIRECTED]-(p:Person)
WHERE p.born > 1970
RETURN m.title, p.name, p.born","match
  $m isa movie;
  $p isa person;
  (director: $p, film: $m) isa directed;
  $p has born $bornp;
  $bornp > 1970;
  $m has title $titlem;
  $p has name $namep;
fetch {
  ""title"": $titlem,
  ""name"": $namep,
  ""born"": $bornp
};"
79,What are the roles of actors in the movie titled 'Speed Racer'?,"MATCH (p:Person)-[r:ACTED_IN]->(m:Movie {title: 'Speed Racer'})
RETURN p.name AS actor, r.roles AS roles","match
  $p isa person;
  $m isa movie, has title ""Speed Racer"";
  $r (actor: $p, film: $m) isa acted_in, has roles $rolesr;
  $p has name $namep;
fetch {
  ""actor"": $namep,
  ""roles"": $rolesr
};"
80,What are the titles of the top 5 movies released after 2000 with more than 1000 votes?,"MATCH (m:Movie)
WHERE m.released > 2000 AND m.votes > 1000
RETURN m.title
ORDER BY m.votes DESC
LIMIT 5","match
  $m isa movie;
  $m has released $releasedm;
  $releasedm > 2000;
  $m has votes $votesm;
  $votesm > 1000;
  $m has title $titlem;
sort $votesm desc;
limit 5;
fetch {
  ""title"": $titlem
};"
81,List the names of the first 3 people born after 1970 who acted in a movie released before 1980.,"MATCH (p:Person)-[:ACTED_IN]->(m:Movie)
WHERE p.born > 1970 AND m.released < 1980
RETURN p.name
LIMIT 3","match
  $p isa person;
  $m isa movie;
  (actor: $p, film: $m) isa acted_in;
  $p has born $bornp;
  $bornp > 1970;
  $m has released $releasedm;
  $releasedm < 1980;
  $p has name $namep;
limit 3;
fetch {
  ""name"": $namep
};"
82,"Which 3 movies reviewed with a rating above 90 have the tagline 'Dark, but compelling'?","MATCH (m:Movie)<-[r:REVIEWED]-(p:Person)
WHERE r.rating > 90 AND m.tagline = 'Dark, but compelling'
RETURN m.title
LIMIT 3","match
  $m isa movie;
  $p isa person;
  $r (reviewer: $p, film: $m) isa reviewed, has rating $ratingr;
  $ratingr > 90;
  $m has tagline ""Dark, but compelling"";
  $m has title $titlem;
limit 3;
fetch {
  ""title"": $titlem
};"
83,Name the first 5 people who directed a movie with a tagline containing the word 'limits'.,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)
WHERE m.tagline CONTAINS 'limits'
RETURN p.name
LIMIT 5","match
  $p isa person;
  $m isa movie;
  (director: $p, film: $m) isa directed;
  $p has name $namep;
limit 5;
fetch {
  ""name"": $namep
};"
84,What are the first 3 movies produced by someone born before 1960?,"MATCH (p:Person)-[:PRODUCED]->(m:Movie)
WHERE p.born < 1960
RETURN m.title
LIMIT 3","match
  $p isa person;
  $m isa movie;
  (producer: $p, film: $m) isa produced;
  $p has born $bornp;
  $bornp < 1960;
  $m has title $titlem;
limit 3;
fetch {
  ""title"": $titlem
};"
85,List the top 5 movies with the highest votes that were released in the 1990s.,"MATCH (m:Movie)
WHERE m.released >= 1990 AND m.released < 2000
RETURN m.title, m.votes
ORDER BY m.votes DESC
LIMIT 5","match
  $m isa movie;
  $m has released $releasedm;
  $releasedm >= 1990;
  $releasedm < 2000;
  $m has title $titlem;
  $m has votes $votesm;
sort $votesm desc;
limit 5;
fetch {
  ""title"": $titlem,
  ""votes"": $votesm
};"
86,"Who are the first 3 people to review a movie with the tagline 'Fun, but a little far fetched'?","MATCH (p:Person)-[r:REVIEWED]->(m:Movie {tagline: 'Fun, but a little far fetched'})
RETURN p.name
ORDER BY r.rating
LIMIT 3","match
  $p isa person;
  $m isa movie, has tagline ""Fun, but a little far fetched"";
  $r (reviewer: $p, film: $m) isa reviewed, has rating $ratingr;
  $p has name $namep;
sort $ratingr asc;
limit 3;
fetch {
  ""name"": $namep
};"
87,Name the top 5 actors who acted in a movie released in 1999.,"MATCH (p:Person)-[:ACTED_IN]->(m:Movie)
WHERE m.released = 1999
RETURN p.name as actor, count(*) as appearances
ORDER BY appearances DESC
LIMIT 5","match
  $p isa person;
  $m isa movie;
  (actor: $p, film: $m) isa acted_in;
  $m has released 1999;
  $p has name $namep;
reduce $appearances = count($p) groupby $namep;
sort $appearances desc;
limit 5;
fetch {
  ""actor"": $namep,
  ""appearances"": $appearances
};"
88,Find the first 3 movies where 'Keanu Reeves' acted.,"MATCH (p:Person {name: 'Keanu Reeves'})-[:ACTED_IN]->(m:Movie)
RETURN m.title
LIMIT 3","match
  $p isa person, has name ""Keanu Reeves"";
  $m isa movie;
  (actor: $p, film: $m) isa acted_in;
  $m has title $titlem;
limit 3;
fetch {
  ""title"": $titlem
};"
